Age,Income,LoanAmount,CreditScore,YearsExperience,Gender,Education,City,EmploymentType,LoanApproved
26,32722.0,18821.0,725.0,13,Female,High School,New York,Unemployed,1
32,21426.0,27997.0,341.0,17,Female,Masters,New York,Self-Employed,0
37,50061.0,24300.0,424.0,16,Male,Bachelors,San Francisco,Self-Employed,0
49,31864.0,14307.0,734.0,36,Female,PhD,Houston,Self-Employed,0
65,47388.0,4744.0,363.0,20,Female,Masters,Chicago,Self-Employed,1
60,46371.0,30870.0,693.0,34,Female,PhD,New York,Salaried,1
54,45589.0,29052.0,311.0,13,Female,PhD,New York,Unemployed,0
20,43627.0,25147.0,584.0,27,Male,PhD,Houston,Unemployed,0
67,49488.0,26740.0,825.0,38,Female,PhD,Houston,Salaried,1
64,47962.0,18957.0,551.0,5,Female,PhD,San Francisco,Unemployed,0
65,48647.0,14395.0,747.0,38,Female,Masters,Houston,Salaried,1
28,52387.0,15739.0,847.0,13,Male,Bachelors,Houston,Salaried,1
56,33197.0,29766.0,554.0,38,Male,Bachelors,Chicago,Self-Employed,0
25,47716.0,9501.0,634.0,7,Male,High School,Houston,Salaried,1
68,88320.0,5287.0,705.0,4,Male,Bachelors,Houston,Self-Employed,1
52,43944.0,18351.0,825.0,32,Female,Bachelors,San Francisco,Self-Employed,1
18,51930.0,25074.0,751.0,4,Female,Masters,Chicago,Unemployed,0
54,59710.0,15337.0,788.0,34,Male,PhD,Chicago,Self-Employed,1
68,54345.0,21298.0,687.0,36,Male,PhD,Houston,Self-Employed,1
36,64491.0,19680.0,723.0,35,Female,PhD,Chicago,Salaried,1
61,40238.0,8674.0,845.0,19,Female,Bachelors,New York,Salaried,1
51,59426.0,30433.0,766.0,22,Female,Masters,New York,Unemployed,0
41,42348.0,14216.0,807.0,20,Female,PhD,San Francisco,Self-Employed,1
51,40124.0,26946.0,784.0,39,Female,High School,Houston,Self-Employed,1
60,59818.0,12441.0,665.0,19,Male,Bachelors,New York,Salaried,1
30,63030.0,35705.0,376.0,2,Female,High School,New York,Unemployed,0
44,41756.0,11000.0,829.0,37,Female,High School,Chicago,Self-Employed,1
42,47439.0,22660.0,750.0,14,Female,Masters,Chicago,Salaried,1
60,45475.0,30641.0,808.0,36,Male,Bachelors,Houston,Self-Employed,1
69,56384.0,-1126.0,755.0,38,Male,Masters,Houston,Unemployed,0
43,49488.0,31340.0,688.0,34,Male,Bachelors,San Francisco,Self-Employed,1
58,49347.0,15265.0,319.0,9,Male,High School,Houston,Unemployed,1
32,42118.0,30397.0,776.0,39,Female,PhD,New York,Self-Employed,1
69,37531.0,9029.0,750.0,12,Female,PhD,Chicago,Self-Employed,0
61,57336.0,21984.0,837.0,20,Male,Bachelors,Houston,Self-Employed,1
37,66071.0,3594.0,810.0,25,Male,Bachelors,New York,Self-Employed,1
62,70054.0,30073.0,397.0,18,Male,Bachelors,Chicago,Unemployed,0
53,58300.0,34226.0,369.0,31,Female,High School,San Francisco,Salaried,0
19,75011.0,31974.0,675.0,34,Female,Bachelors,Houston,Salaried,1
27,68070.0,16204.0,534.0,30,Male,PhD,Chicago,Salaried,0
21,48020.0,27338.0,839.0,17,Female,Masters,Chicago,Self-Employed,1
52,36479.0,28235.0,621.0,24,Female,High School,Houston,Salaried,0
29,73582.0,11222.0,482.0,33,Female,PhD,San Francisco,Self-Employed,0
47,63576.0,20261.0,820.0,6,Female,PhD,Chicago,Salaried,1
49,63008.0,13758.0,742.0,23,Female,High School,Chicago,Salaried,1
60,17020.0,16154.0,558.0,31,Female,PhD,Houston,Self-Employed,1
40,48331.0,36967.0,776.0,30,Female,Bachelors,San Francisco,Salaried,1
36,61425.0,28020.0,690.0,19,Female,High School,San Francisco,Salaried,1
44,69361.0,16258.0,336.0,33,Male,PhD,Houston,Self-Employed,0
32,45559.0,21028.0,731.0,33,Male,Bachelors,San Francisco,Self-Employed,1
52,24378.0,17786.0,304.0,4,Male,PhD,San Francisco,Salaried,0
64,46686.0,22904.0,775.0,39,Male,Bachelors,Houston,Self-Employed,1
59,41719.0,37837.0,642.0,10,Male,Bachelors,Houston,Salaried,1
19,45488.0,16050.0,550.0,30,Male,Masters,New York,Unemployed,0
36,44828.0,18058.0,371.0,37,Male,Bachelors,Chicago,Unemployed,1
53,48622.0,21068.0,791.0,5,Male,Bachelors,Chicago,Unemployed,1
48,33691.0,10797.0,442.0,27,Female,Bachelors,San Francisco,Self-Employed,0
38,79892.0,23497.0,354.0,15,Female,PhD,Chicago,Salaried,0
47,42635.0,26769.0,695.0,36,Female,PhD,Houston,Self-Employed,1
39,50366.0,25186.0,579.0,39,Male,Bachelors,Houston,Salaried,0
43,65202.0,8820.0,583.0,29,Male,Masters,Chicago,Salaried,0
54,31130.0,19819.0,752.0,10,Female,Bachelors,Houston,Salaried,0
56,44066.0,32265.0,603.0,35,Male,Masters,Houston,Self-Employed,1
36,57479.0,-220.0,727.0,3,Female,Masters,New York,Self-Employed,1
55,58346.0,9545.0,771.0,32,Female,Bachelors,San Francisco,Salaried,1
66,46952.0,17058.0,623.0,17,Male,High School,Chicago,Self-Employed,1
23,35071.0,15309.0,422.0,1,Female,Masters,New York,Self-Employed,0
19,40673.0,27123.0,436.0,8,Female,PhD,Chicago,Unemployed,0
28,53270.0,17294.0,362.0,29,Male,PhD,Chicago,Self-Employed,0
35,54554.0,40686.0,515.0,7,Male,High School,Chicago,Self-Employed,0
26,59301.0,28404.0,646.0,31,Male,Bachelors,Chicago,Salaried,1
68,53907.0,17009.0,843.0,4,Male,Bachelors,Houston,Salaried,1
57,58659.0,11336.0,579.0,30,Female,Masters,Chicago,Unemployed,0
55,56987.0,36721.0,735.0,4,Male,High School,San Francisco,Salaried,1
23,45844.0,11098.0,667.0,37,Male,Masters,Houston,Self-Employed,1
52,42401.0,27462.0,450.0,32,Male,High School,San Francisco,Unemployed,0
26,49488.0,22190.0,655.0,32,Male,Bachelors,Chicago,Salaried,1
26,43599.0,12143.0,654.0,20,Male,PhD,San Francisco,Unemployed,0
67,63030.0,31797.0,812.0,14,Male,PhD,Houston,Salaried,1
41,16081.0,-1233.0,501.0,18,Male,PhD,Chicago,Self-Employed,0
58,48595.0,15651.0,624.0,21,Female,Bachelors,New York,Self-Employed,1
49,35598.0,13444.0,556.0,10,Female,Masters,San Francisco,Self-Employed,0
61,59223.0,27524.0,849.0,15,Female,PhD,New York,Self-Employed,1
52,45071.0,20442.0,580.0,16,Female,High School,Houston,Unemployed,0
47,48475.0,13570.0,493.0,31,Male,Bachelors,New York,Unemployed,0
26,59603.0,19471.0,424.0,32,Female,Bachelors,Houston,Self-Employed,0
40,46097.0,3545.0,563.0,20,Male,High School,Houston,Self-Employed,0
40,61685.0,16612.0,709.0,35,Male,Bachelors,Chicago,Self-Employed,1
34,79689.0,17202.0,846.0,7,Male,High School,Chicago,Self-Employed,1
48,35266.0,10367.0,376.0,4,Female,Bachelors,San Francisco,Self-Employed,0
37,47759.0,22863.0,768.0,5,Male,PhD,Houston,Unemployed,0
32,73722.0,15630.0,639.0,15,Female,PhD,San Francisco,Salaried,1
68,40736.0,14100.0,825.0,0,Male,High School,San Francisco,Salaried,1
51,48997.0,26044.0,619.0,12,Male,Bachelors,Houston,Unemployed,0
42,47043.0,23236.0,780.0,1,Male,Bachelors,New York,Self-Employed,1
38,63449.0,28713.0,839.0,11,Male,Bachelors,Houston,Self-Employed,1
46,43909.0,17689.0,634.0,19,Female,High School,San Francisco,Self-Employed,1
37,22819.0,24568.0,402.0,30,Male,Bachelors,New York,Salaried,0
29,67480.0,11629.0,515.0,17,Male,Masters,San Francisco,Salaried,0
31,64938.0,15284.0,542.0,34,Female,PhD,New York,Self-Employed,1
58,40221.0,19335.0,765.0,28,Male,Masters,New York,Unemployed,0
44,49488.0,7795.0,346.0,3,Female,PhD,San Francisco,Self-Employed,0
26,32968.0,23026.0,402.0,32,Female,Masters,Houston,Self-Employed,0
22,64848.0,17927.0,690.0,27,Male,Masters,Chicago,Self-Employed,1
62,36967.0,28182.0,426.0,24,Male,Masters,Houston,Unemployed,0
56,55422.0,29233.0,692.0,21,Male,Bachelors,Chicago,Self-Employed,1
24,59618.0,27539.0,316.0,33,Male,Bachelors,San Francisco,Self-Employed,0
57,47733.0,27390.0,804.0,38,Female,PhD,New York,Unemployed,0
38,74225.0,8758.0,825.0,35,Male,Bachelors,Houston,Self-Employed,1
67,44673.0,28439.0,786.0,29,Female,Masters,New York,Salaried,1
39,49488.0,12999.0,445.0,22,Male,PhD,San Francisco,Salaried,0
43,29600.0,23166.0,490.0,39,Female,PhD,San Francisco,Salaried,0
68,48192.0,17254.0,829.0,10,Female,High School,Chicago,Self-Employed,1
44,70360.0,-754.0,813.0,1,Female,Bachelors,San Francisco,Unemployed,0
19,39644.0,13431.0,538.0,13,Male,Masters,Chicago,Salaried,0
45,44761.0,9338.0,364.0,35,Female,Masters,Chicago,Self-Employed,1
25,40138.0,9231.0,641.0,34,Female,PhD,Houston,Salaried,1
22,57366.0,12884.0,612.0,7,Male,Masters,Houston,Self-Employed,1
28,35304.0,23287.0,780.0,26,Female,Masters,San Francisco,Salaried,0
20,57105.0,21070.0,704.0,34,Male,Bachelors,Houston,Salaried,1
47,61206.0,14757.0,700.0,37,Female,Masters,San Francisco,Unemployed,0
52,49488.0,8459.0,746.0,9,Male,PhD,San Francisco,Salaried,1
54,41967.0,17161.0,848.0,1,Female,Masters,San Francisco,Self-Employed,1
57,42860.0,29795.0,401.0,17,Male,Bachelors,Houston,Self-Employed,0
60,30186.0,35530.0,560.0,27,Female,High School,New York,Unemployed,0
29,42187.0,13644.0,589.0,26,Female,High School,Houston,Salaried,0
24,45221.0,14480.0,579.0,7,Female,Masters,New York,Self-Employed,0
65,32515.0,28849.0,334.0,20,Female,PhD,San Francisco,Salaried,0
50,49488.0,14705.0,501.0,30,Male,Bachelors,Houston,Self-Employed,0
41,41848.0,19739.0,762.0,7,Male,PhD,Chicago,Unemployed,0
63,49488.0,24779.0,345.0,22,Male,Masters,Houston,Self-Employed,0
22,42391.0,12715.0,466.0,25,Female,PhD,San Francisco,Unemployed,0
59,48615.0,31688.0,374.0,20,Male,High School,San Francisco,Self-Employed,0
66,55782.0,24579.0,553.0,5,Female,High School,Chicago,Salaried,0
59,12820.0,24256.0,714.0,20,Female,Bachelors,Chicago,Unemployed,0
18,28459.0,7683.0,631.0,9,Male,Masters,Chicago,Self-Employed,0
57,58396.0,21209.0,331.0,14,Male,Bachelors,San Francisco,Salaried,0
47,50664.0,23909.0,330.0,4,Male,High School,Houston,Unemployed,0
53,73179.0,12548.0,455.0,29,Female,High School,New York,Self-Employed,0
54,50142.0,9282.0,506.0,32,Female,High School,Chicago,Salaried,1
25,45330.0,15685.0,309.0,24,Male,High School,Chicago,Salaried,0
39,42690.0,11547.0,664.0,2,Male,Masters,San Francisco,Self-Employed,1
25,58802.0,12256.0,343.0,9,Male,PhD,San Francisco,Salaried,0
60,49488.0,14414.0,306.0,5,Male,Masters,New York,Salaried,0
36,29167.0,29774.0,614.0,5,Female,Bachelors,Chicago,Self-Employed,0
44,49488.0,23294.0,521.0,4,Male,Bachelors,San Francisco,Unemployed,0
64,53819.0,24576.0,776.0,12,Male,Masters,San Francisco,Salaried,1
34,66329.0,17788.0,617.0,27,Male,Masters,San Francisco,Salaried,1
37,38842.0,5749.0,580.0,23,Male,High School,Chicago,Unemployed,0
62,55390.0,21837.0,597.0,9,Male,High School,Chicago,Salaried,0
30,60934.0,33841.0,452.0,7,Male,PhD,San Francisco,Salaried,0
66,44352.0,11091.0,848.0,10,Female,PhD,Chicago,Self-Employed,1
40,41670.0,12178.0,513.0,4,Female,PhD,Chicago,Salaried,0
63,42728.0,21744.0,597.0,39,Male,High School,Chicago,Unemployed,0
26,47137.0,37549.0,314.0,3,Male,High School,Chicago,Self-Employed,0
65,29479.0,9802.0,464.0,25,Female,Bachelors,Chicago,Salaried,0
69,45478.0,30571.0,525.0,21,Female,High School,New York,Self-Employed,0
38,35035.0,13985.0,841.0,25,Male,Bachelors,New York,Self-Employed,1
64,58523.0,10737.0,618.0,28,Female,Masters,Chicago,Salaried,1
63,45554.0,23902.0,765.0,30,Male,Bachelors,New York,Salaried,1
41,46582.0,12982.0,451.0,14,Female,Masters,San Francisco,Salaried,0
51,55001.0,8586.0,834.0,9,Female,Masters,San Francisco,Self-Employed,1
19,51943.0,41175.0,691.0,36,Female,Masters,New York,Salaried,0
38,54813.0,17057.0,415.0,28,Male,Bachelors,Chicago,Self-Employed,0
35,40412.0,7260.0,664.0,30,Female,Bachelors,San Francisco,Salaried,1
43,34276.0,28641.0,470.0,35,Male,Bachelors,Chicago,Salaried,0
50,49488.0,18061.0,822.0,0,Male,PhD,Chicago,Salaried,1
59,51690.0,23772.0,627.0,31,Female,High School,New York,Salaried,1
58,60225.0,18468.0,788.0,30,Female,Masters,Houston,Self-Employed,1
43,44544.0,23503.0,701.0,38,Male,High School,Chicago,Salaried,1
46,38692.0,23702.0,579.0,24,Male,Masters,San Francisco,Salaried,0
65,66694.0,13092.0,560.0,12,Male,PhD,New York,Self-Employed,0
34,49488.0,21086.0,654.0,4,Female,Masters,San Francisco,Self-Employed,1
64,59138.0,27191.0,786.0,17,Female,Bachelors,New York,Salaried,1
34,57109.0,13995.0,425.0,35,Male,High School,Chicago,Salaried,0
52,64042.0,20746.0,638.0,13,Female,Bachelors,Chicago,Self-Employed,1
37,55146.0,25448.0,316.0,9,Male,Bachelors,New York,Self-Employed,0
47,36942.0,15861.0,523.0,11,Male,Masters,Houston,Self-Employed,1
38,52548.0,17330.0,615.0,0,Male,Masters,New York,Salaried,1
47,58240.0,23346.0,708.0,6,Male,Masters,Chicago,Self-Employed,1
33,45081.0,14247.0,809.0,32,Male,PhD,San Francisco,Salaried,1
22,55576.0,14026.0,767.0,14,Male,Masters,Houston,Salaried,1
24,55729.0,29171.0,377.0,36,Male,High School,San Francisco,Self-Employed,1
34,58571.0,23183.0,825.0,38,Male,High School,San Francisco,Salaried,1
19,40750.0,18177.0,723.0,30,Female,Bachelors,Houston,Self-Employed,1
62,54214.0,23461.0,729.0,29,Female,PhD,Chicago,Salaried,1
19,25150.0,29223.0,593.0,31,Female,PhD,Houston,Self-Employed,0
32,55531.0,16902.0,648.0,16,Male,Bachelors,New York,Salaried,1
49,50286.0,16903.0,668.0,36,Female,PhD,Houston,Salaried,1
39,73179.0,34424.0,627.0,20,Male,Masters,New York,Unemployed,0
38,44296.0,33907.0,630.0,29,Female,Bachelors,Chicago,Salaried,1
31,46458.0,33575.0,562.0,29,Male,Bachelors,San Francisco,Salaried,0
43,46206.0,17012.0,762.0,35,Female,Masters,San Francisco,Salaried,1
25,64519.0,27764.0,628.0,4,Male,Bachelors,Houston,Unemployed,0
46,42885.0,6190.0,823.0,6,Female,PhD,San Francisco,Self-Employed,1
63,61988.0,8148.0,645.0,5,Male,High School,Chicago,Unemployed,0
45,40390.0,28420.0,483.0,7,Male,High School,San Francisco,Unemployed,0
49,46795.0,25114.0,764.0,24,Male,Bachelors,San Francisco,Salaried,1
37,10667.0,18250.0,451.0,5,Male,PhD,Chicago,Self-Employed,0
59,74337.0,24610.0,635.0,16,Female,Bachelors,San Francisco,Salaried,1
62,41040.0,25786.0,534.0,13,Male,Masters,New York,Unemployed,0
25,64849.0,12155.0,475.0,21,Male,PhD,San Francisco,Unemployed,0
39,13924.0,21955.0,602.0,18,Female,Bachelors,Houston,Self-Employed,1
46,68222.0,21757.0,447.0,17,Male,Bachelors,Chicago,Self-Employed,0
52,79349.0,9897.0,657.0,6,Male,PhD,San Francisco,Self-Employed,1
43,47188.0,4183.0,658.0,25,Male,Masters,San Francisco,Unemployed,0
36,47663.0,25567.0,747.0,5,Male,Bachelors,San Francisco,Self-Employed,1
24,41351.0,30510.0,647.0,27,Male,Masters,New York,Unemployed,0
54,56414.0,15077.0,830.0,6,Male,High School,Chicago,Self-Employed,1
29,39057.0,33348.0,437.0,0,Male,High School,San Francisco,Unemployed,0
68,72624.0,18428.0,834.0,33,Female,High School,Chicago,Self-Employed,1
42,31028.0,6561.0,693.0,0,Male,Bachelors,Chicago,Unemployed,0
67,74061.0,25434.0,529.0,28,Male,PhD,San Francisco,Unemployed,1
47,76589.0,30845.0,801.0,25,Female,High School,Houston,Self-Employed,1
22,49921.0,27057.0,630.0,7,Male,Masters,New York,Salaried,1
38,42506.0,18765.0,638.0,12,Female,Masters,Chicago,Self-Employed,1
42,49488.0,18287.0,601.0,5,Male,PhD,San Francisco,Self-Employed,1
47,50487.0,27870.0,835.0,12,Male,Bachelors,San Francisco,Self-Employed,1
47,69867.0,24097.0,683.0,29,Male,High School,San Francisco,Salaried,1
52,43915.0,4730.0,836.0,24,Male,High School,New York,Salaried,1
59,44923.0,23130.0,580.0,38,Male,PhD,Houston,Self-Employed,0
39,58091.0,29280.0,315.0,36,Female,Masters,San Francisco,Self-Employed,0
63,36460.0,19624.0,835.0,23,Male,PhD,Chicago,Salaried,0
39,49329.0,15168.0,761.0,7,Male,PhD,Chicago,Salaried,1
42,49112.0,20622.0,664.0,11,Female,Masters,Houston,Salaried,1
48,53754.0,14788.0,797.0,28,Male,Bachelors,New York,Self-Employed,1
55,68920.0,20032.0,569.0,26,Male,High School,Chicago,Unemployed,0
63,52951.0,14350.0,800.0,19,Female,High School,New York,Self-Employed,1
51,71276.0,30223.0,400.0,12,Female,PhD,Houston,Salaried,0
42,40479.0,24132.0,808.0,31,Male,Masters,San Francisco,Self-Employed,1
68,55048.0,28517.0,587.0,27,Male,Masters,San Francisco,Salaried,0
57,51324.0,15268.0,641.0,32,Male,PhD,Houston,Self-Employed,1
27,49928.0,21867.0,764.0,28,Male,PhD,Houston,Self-Employed,1
58,44054.0,25718.0,830.0,1,Female,Masters,New York,Salaried,1
46,68982.0,16459.0,691.0,8,Female,Masters,San Francisco,Self-Employed,1
50,63425.0,31466.0,762.0,6,Female,Masters,Chicago,Unemployed,1
47,55247.0,31742.0,661.0,10,Female,Bachelors,New York,Salaried,1
20,53234.0,30562.0,697.0,25,Female,PhD,Chicago,Self-Employed,1
53,41545.0,22072.0,680.0,27,Male,PhD,New York,Self-Employed,1
49,45010.0,24830.0,695.0,36,Female,High School,Chicago,Self-Employed,1
56,41361.0,3748.0,489.0,4,Male,Bachelors,New York,Salaried,0
31,51980.0,25098.0,697.0,0,Male,PhD,San Francisco,Self-Employed,1
61,46312.0,22362.0,418.0,16,Male,Masters,New York,Salaried,0
51,61175.0,26262.0,406.0,8,Female,Masters,Houston,Unemployed,0
22,64704.0,15635.0,759.0,21,Female,Masters,San Francisco,Self-Employed,1
40,47684.0,28041.0,681.0,17,Male,PhD,Chicago,Salaried,1
65,65051.0,19161.0,663.0,2,Female,High School,San Francisco,Self-Employed,1
49,60168.0,9203.0,610.0,39,Female,PhD,Houston,Self-Employed,1
27,44325.0,32449.0,818.0,34,Male,Bachelors,San Francisco,Unemployed,0
61,24663.0,20342.0,357.0,37,Male,PhD,Chicago,Salaried,0
69,50011.0,11005.0,586.0,26,Male,PhD,Houston,Self-Employed,0
54,38158.0,22974.0,827.0,36,Male,High School,New York,Salaried,0
67,43772.0,21495.0,758.0,0,Female,High School,San Francisco,Self-Employed,1
46,45284.0,29142.0,716.0,2,Female,Masters,San Francisco,Self-Employed,1
18,59414.0,11804.0,774.0,23,Female,Masters,New York,Self-Employed,1
24,41898.0,11566.0,768.0,19,Male,Bachelors,Chicago,Salaried,1
52,16181.0,10765.0,703.0,1,Female,Masters,Chicago,Self-Employed,1
56,43910.0,17918.0,692.0,36,Male,PhD,San Francisco,Self-Employed,1
21,43736.0,3395.0,631.0,8,Female,PhD,Chicago,Salaried,1
23,34793.0,3279.0,826.0,13,Male,Masters,Chicago,Unemployed,0
22,44576.0,26399.0,388.0,32,Female,Masters,Chicago,Salaried,0
18,71885.0,27771.0,754.0,32,Female,PhD,San Francisco,Salaried,1
48,50242.0,16984.0,652.0,1,Male,Bachelors,Chicago,Self-Employed,1
55,36242.0,31374.0,384.0,3,Male,Bachelors,Chicago,Unemployed,0
27,32790.0,13801.0,579.0,11,Female,PhD,Houston,Unemployed,0
66,63399.0,18151.0,440.0,12,Male,High School,San Francisco,Self-Employed,0
53,55114.0,10732.0,370.0,19,Male,PhD,Houston,Self-Employed,0
54,63946.0,18209.0,617.0,17,Female,PhD,San Francisco,Salaried,1
29,49146.0,32512.0,574.0,7,Female,Bachelors,San Francisco,Unemployed,0
57,57611.0,17773.0,604.0,2,Female,High School,San Francisco,Salaried,1
28,40761.0,17177.0,729.0,9,Female,PhD,Houston,Self-Employed,0
33,35318.0,29716.0,808.0,14,Female,Bachelors,Houston,Self-Employed,0
63,46746.0,10918.0,722.0,11,Male,PhD,New York,Self-Employed,1
22,29372.0,32423.0,657.0,2,Male,Bachelors,Houston,Unemployed,0
20,54717.0,24794.0,837.0,20,Male,PhD,San Francisco,Salaried,1
30,22109.0,20678.0,579.0,26,Male,Bachelors,San Francisco,Self-Employed,0
35,39001.0,10656.0,788.0,12,Male,Masters,San Francisco,Self-Employed,0
61,55054.0,17358.0,790.0,22,Female,Masters,Chicago,Salaried,1
32,82396.0,26369.0,828.0,31,Male,High School,San Francisco,Salaried,1
26,57846.0,26254.0,498.0,12,Male,PhD,Chicago,Self-Employed,0
68,65066.0,30822.0,814.0,32,Male,Masters,Chicago,Self-Employed,1
66,69631.0,7995.0,801.0,14,Male,PhD,San Francisco,Self-Employed,1
65,39143.0,8769.0,743.0,12,Male,PhD,Houston,Unemployed,0
55,40683.0,21553.0,701.0,30,Male,Bachelors,Houston,Self-Employed,1
48,49488.0,30225.0,713.0,8,Male,Masters,Chicago,Salaried,1
30,62011.0,26597.0,332.0,10,Male,High School,Houston,Salaried,0
45,59979.0,26318.0,448.0,12,Male,PhD,Chicago,Salaried,0
48,51518.0,17718.0,746.0,37,Male,Bachelors,San Francisco,Self-Employed,1
68,55656.0,17892.0,579.0,33,Female,PhD,Houston,Unemployed,0
43,57096.0,22112.0,812.0,28,Male,High School,Houston,Self-Employed,1
68,29219.0,8974.0,835.0,3,Female,PhD,New York,Salaried,0
47,50963.0,20605.0,742.0,1,Female,PhD,Chicago,Self-Employed,1
52,66974.0,11411.0,397.0,4,Female,Masters,New York,Unemployed,0
27,58126.0,31426.0,697.0,26,Male,Masters,San Francisco,Self-Employed,1
68,66312.0,9234.0,326.0,4,Female,PhD,San Francisco,Salaried,0
33,58351.0,29756.0,768.0,20,Male,PhD,Chicago,Self-Employed,1
48,33106.0,8243.0,429.0,29,Male,High School,Houston,Salaried,0
30,59854.0,12365.0,808.0,24,Female,PhD,New York,Salaried,1
65,55481.0,16341.0,308.0,28,Male,Masters,Chicago,Self-Employed,0
66,67663.0,7966.0,579.0,19,Female,High School,Houston,Unemployed,0
34,66873.0,17855.0,675.0,5,Male,PhD,San Francisco,Self-Employed,1
43,60378.0,12606.0,723.0,8,Female,Bachelors,New York,Salaried,1
32,53228.0,23059.0,433.0,17,Male,Masters,San Francisco,Self-Employed,0
44,45746.0,24177.0,321.0,4,Female,Masters,Chicago,Self-Employed,0
64,64237.0,8132.0,667.0,36,Male,Masters,Houston,Salaried,1
20,56377.0,7374.0,610.0,14,Female,Bachelors,Chicago,Salaried,1
20,26834.0,10170.0,638.0,23,Male,Bachelors,San Francisco,Unemployed,1
22,69620.0,27793.0,669.0,28,Female,Masters,New York,Salaried,1
60,28816.0,10738.0,834.0,19,Male,Masters,Chicago,Self-Employed,0
53,50669.0,19658.0,449.0,7,Female,Masters,New York,Self-Employed,0
62,59619.0,22269.0,656.0,34,Male,Bachelors,Chicago,Unemployed,0
46,53919.0,21199.0,367.0,32,Male,Bachelors,San Francisco,Unemployed,0
43,42556.0,24114.0,841.0,5,Female,Masters,Houston,Salaried,1
43,58736.0,12408.0,667.0,4,Female,High School,San Francisco,Self-Employed,0
26,52773.0,26249.0,728.0,17,Male,PhD,Chicago,Salaried,1
62,53350.0,23248.0,711.0,22,Female,Bachelors,Houston,Self-Employed,1
25,63770.0,5058.0,382.0,25,Female,Bachelors,San Francisco,Unemployed,0
37,45524.0,22544.0,461.0,12,Female,Bachelors,Houston,Self-Employed,0
55,49488.0,26579.0,714.0,10,Female,Bachelors,Chicago,Salaried,1
66,63248.0,21098.0,373.0,17,Male,PhD,San Francisco,Salaried,0
51,41926.0,22157.0,823.0,19,Female,Bachelors,San Francisco,Salaried,1
64,54233.0,22374.0,676.0,8,Male,Masters,San Francisco,Unemployed,0
62,39848.0,22967.0,411.0,26,Female,Bachelors,Houston,Self-Employed,0
29,49488.0,19454.0,847.0,31,Male,PhD,Chicago,Self-Employed,1
29,71442.0,14986.0,761.0,39,Female,Masters,San Francisco,Self-Employed,1
32,94686.0,14769.0,333.0,3,Male,High School,New York,Unemployed,1
30,62367.0,12999.0,765.0,35,Female,PhD,Houston,Salaried,1
35,61900.0,7443.0,796.0,23,Female,High School,San Francisco,Self-Employed,1
29,66731.0,30232.0,362.0,27,Female,High School,San Francisco,Self-Employed,0
45,64081.0,18595.0,635.0,18,Male,Bachelors,Chicago,Unemployed,0
34,51669.0,6915.0,353.0,3,Female,High School,Chicago,Unemployed,0
24,45418.0,14253.0,814.0,8,Female,Masters,New York,Self-Employed,1
33,53178.0,6156.0,683.0,29,Female,Bachelors,New York,Salaried,1
66,64635.0,7809.0,311.0,14,Female,Bachelors,Houston,Unemployed,0
53,31069.0,23068.0,676.0,34,Male,Bachelors,Houston,Unemployed,0
55,60592.0,21370.0,778.0,23,Female,PhD,Chicago,Self-Employed,1
23,50854.0,16392.0,355.0,24,Male,PhD,Chicago,Salaried,0
62,77474.0,13438.0,654.0,17,Female,Bachelors,Chicago,Salaried,1
65,29248.0,14836.0,508.0,14,Male,High School,San Francisco,Self-Employed,0
38,38931.0,2977.0,577.0,26,Male,Masters,San Francisco,Self-Employed,0
61,29219.0,21817.0,696.0,36,Male,Masters,Chicago,Self-Employed,0
49,59911.0,27447.0,591.0,33,Male,Bachelors,San Francisco,Self-Employed,0
51,33187.0,4757.0,302.0,2,Male,High School,Chicago,Salaried,0
38,49488.0,28109.0,796.0,27,Female,PhD,New York,Salaried,1
41,49488.0,19110.0,663.0,7,Male,PhD,San Francisco,Salaried,1
42,50179.0,10193.0,441.0,8,Male,Masters,Houston,Salaried,0
25,54659.0,6452.0,519.0,34,Female,High School,New York,Unemployed,0
29,44619.0,10739.0,539.0,31,Female,Bachelors,San Francisco,Self-Employed,0
43,56797.0,16132.0,342.0,25,Male,Bachelors,New York,Unemployed,0
30,30287.0,21537.0,320.0,23,Male,High School,Houston,Salaried,0
36,61311.0,13475.0,637.0,11,Female,PhD,New York,Unemployed,0
41,52658.0,14170.0,823.0,3,Female,PhD,San Francisco,Self-Employed,1
20,62113.0,12827.0,407.0,3,Male,Bachelors,New York,Unemployed,1
53,63665.0,23349.0,618.0,3,Female,High School,Chicago,Self-Employed,1
69,73976.0,14985.0,633.0,2,Female,High School,New York,Salaried,1
18,46425.0,14424.0,837.0,13,Female,PhD,San Francisco,Self-Employed,1
62,41298.0,8628.0,779.0,18,Female,High School,Houston,Self-Employed,1
57,48691.0,17596.0,651.0,16,Male,High School,Chicago,Salaried,1
24,22138.0,20572.0,411.0,20,Female,Bachelors,Houston,Unemployed,0
39,49488.0,15008.0,537.0,6,Male,Masters,San Francisco,Salaried,0
50,43948.0,28035.0,610.0,15,Female,High School,New York,Self-Employed,1
38,56842.0,11094.0,801.0,13,Male,PhD,Chicago,Self-Employed,1
25,73259.0,26257.0,301.0,39,Female,Masters,Chicago,Unemployed,0
25,58122.0,25352.0,653.0,4,Female,Bachelors,Chicago,Self-Employed,1
38,54748.0,25374.0,760.0,9,Female,High School,New York,Self-Employed,1
